UserId,MovieId,Pred_rating
1,1172,1.8980745035313065
1,1405,2.5236960571082823
1,2193,2.8615007794984795
1,2968,2.6186095859637972
2,52,3.1668917699086703
2,144,3.791353928290033
2,248,3.650382254288179
2,314,3.842271743553073
2,319,3.8406511465996203
2,370,3.1566014190163614
2,371,3.3911533025995824
2,372,3.774077383037185
2,382,3.659204556092604
2,405,3.397318743316418
2,485,3.5538335617274806
2,537,3.5251363048269804
2,550,3.9857313557387406
2,616,3.809991571451024
2,661,3.585857479252227
2,720,3.570087437602299
3,377,3.5118198916949903
3,592,3.438127046141847
3,595,3.469135126673066
3,736,3.2797019148739603
3,1197,3.362734049156596
3,1721,3.5232840295952883
3,2716,3.3501599039874246
3,5349,3.3079351943334863
3,8636,3.757555121607326
3,44191,3.745655113638101
3,84236,3.625
4,185,3.8550275450163833
4,356,4.469808309292454
4,357,4.194770040601502
4,364,3.6924932501949854
4,410,3.7772741149169033
4,435,4.4327813681629165
4,440,4.257723535517523
4,442,4.0040602625417065
4,588,4.184718996708742
4,589,3.792095649576062
4,594,4.0009049752417125
4,596,4.126296896842078
4,610,4.310253666878579
4,616,4.303277905243432
4,919,4.397659051505512
4,1022,4.103028399280418
4,1028,4.197693814322262
4,1032,4.167079335885002
4,1033,4.1507315947810275
4,1282,4.1088767931403325
4,1334,3.851451371606876
4,1372,4.234162052448426
4,1580,3.7693166998891425
4,1858,4.844551838098212
4,1967,3.7712612968993047
4,2033,4.370290308632422
4,2078,4.464113893009539
4,2081,3.446383627387126
4,2085,3.753481380827066
4,2087,4.363401347861367
4,2094,4.2973955889640125
4,2096,3.920226640937898
4,2102,4.3076923076923075
4,2124,3.8376968790714336
4,2141,3.9302074563848604
4,2454,4.076923076923077
4,3034,4.839852269869418
4,3108,4.404668288092553
4,3255,4.656143009285699
4,3263,4.392602891531348
4,4006,4.461538461538462
5,3,4.0346856999438305
5,39,4.1238111473927885
5,104,4.0990039072022295
5,788,4.137825513168769
5,1247,3.99507736371054
5,1485,4.071713299533413
5,1544,3.9044756769280338
5,1777,3.935158998660278
5,1997,3.9769409925257526
5,2770,4.005666133959033
5,4018,4.085179641631092
5,4025,4.093930063291692
5,4447,4.01147877004238
5,4718,4.066321577852807
5,5266,4.116505684324991
5,5995,3.8328531624763813
5,6373,4.043572223009563
5,8376,3.81592225817806
5,30749,4.086653500929661
5,33679,3.9006069709860367
6,173,3.3028178143412203
6,1687,2.8618048207461593
6,2019,3.7231369263471836
6,2072,3.1427638902377435
6,2528,3.30719319184644
6,2723,3.5546182742012884
6,3300,3.5802562256677217
6,4641,3.4271058682251843
6,4975,3.2619720106003602
7,260,3.6977686755856047
7,316,3.126904996228616
7,377,3.1902272865369308
7,380,3.4904917674100053
7,480,2.939384687812223
7,589,3.7788168814489946
7,1036,3.119107983275253
7,1129,3.3226513945037395
7,1198,3.5940849490992637
7,1240,3.2643706678200126
7,1275,3.6636383319057257
7,1371,3.6274286605029817
7,1372,2.8773374946478216
7,1373,3.3484309308239038
7,1374,3.38988150766184
7,1375,3.176437308210295
7,1376,2.696154040984321
7,1408,3.4834909605169395
8,32,3.76939615709789
8,110,3.5933082320429777
8,1219,3.456815941582171
8,1225,3.9436492183331433
8,1258,3.565569947000963
8,1358,3.5657938133871285
8,1704,4.072769858027933
8,1961,3.721977819537808
8,2028,3.6178030934982393
8,2329,3.768181843486678
8,2791,3.6285389177934637
8,2804,3.589217538159679
8,2918,4.068615003914269
8,3996,3.743899312548532
8,5650,3.632187007746762
8,8873,3.780090391122532
8,8874,3.5564665353204656
8,33166,3.5902704671420156
8,40583,3.6016822248785894
8,40819,3.663931665880938
8,42007,3.891304347826087
8,43556,3.891304347826087
8,43871,4.1923076923076925
8,44004,3.766135740086317
9,1177,3.617198869786093
9,1721,3.975280121541509
9,2125,3.976449214532645
9,2140,3.834968514640019
9,2391,4.056290882043674
9,2427,3.780555961756973
9,2490,3.7886355958647613
9,2539,3.7465585459880097
9,2857,3.5497812900769095
10,592,3.4836438415354802
10,1101,4.032499315814481
10,1127,3.7266243530544
10,1210,3.729504463112189
10,1220,3.7618350842145922
10,1240,3.8419295995488962
10,1291,3.7901768791120714
10,2406,3.509827335231613
10,2410,3.907176452326867
10,3019,3.9032955117861703
11,50,4.244466110017242
11,778,4.018078557764702
11,923,3.8441614691648662
11,1027,4.129506366159087
11,1408,4.188017829362311
11,2762,4.039999709484941
11,5669,4.046925431441882
11,26614,3.8127338329745775
12,253,2.738689249287732
12,673,2.999068972932999
12,736,2.902663299387826
12,737,2.675773076947081
12,1032,2.5987987610009373
12,2460,3.2497381314126823
12,2668,2.6571219695697006
12,3146,3.033905288806718
12,3176,2.3993962822312453
12,3324,2.8333333333333335
12,3770,2.8333333333333335
12,3773,3.0000000000000004
12,3780,2.8333333333333335
13,47,3.8185145568817154
13,296,3.7996481685768697
13,527,3.995086442409015
13,587,4.111351435734955
13,919,4.004031243461033
13,1265,3.869655713166381
13,2571,3.7565095572466025
13,4886,3.863440189139537
13,4993,3.9592864767073452
13,58559,3.924755870390113
13,64614,3.581273059859084
14,2394,2.8173999393156883
14,2724,2.8714139391546043
14,3114,2.8460683339711235
14,3157,2.9002991665393836
15,371,2.6538461538461537
15,372,2.730769230769231
15,429,2.4999999999999996
15,520,2.730769230769231
15,913,2.9615384615384617
15,1100,2.1153846153846154
15,1183,3.0384615384615383
15,1283,3.0769230769230766
15,1289,3.6538461538461537
15,1385,2.5384615384615383
15,1502,2.7224264705882355
15,1689,3.0
15,1752,2.923076923076923
15,1754,2.5769230769230766
15,1792,3.0769230769230766
15,1816,3.8461538461538463
15,1836,3.230769230769231
15,1862,2.4999999999999996
15,1895,3.0384615384615383
15,2025,2.6538461538461533
15,2269,3.307692307692307
15,2282,2.192307692307692
15,2334,2.692307692307692
15,2387,2.4615384615384617
15,2406,2.8461538461538463
15,2413,2.0384615384615383
15,2539,2.4230769230769234
15,2568,3.0
15,2717,2.6923076923076925
15,2718,3.1538461538461537
15,2976,2.7692307692307687
15,3146,2.8076923076923075
15,3285,2.3461538461538463
15,3316,3.1923076923076925
15,3476,2.6923076923076925
15,3484,2.3461538461538463
15,3552,3.076923076923077
15,3577,2.7224264705882355
15,3707,3.3461538461538463
15,3728,3.038461538461538
15,3755,2.8076923076923075
15,3968,2.6153846153846154
15,4007,2.3076923076923075
15,4019,2.3461538461538463
15,4388,2.0384615384615383
15,4642,3.2692307692307687
15,4823,2.269230769230769
15,4914,2.6153846153846154
15,4958,3.230769230769231
15,4992,2.9615384615384617
15,5000,2.7224264705882355
15,5110,2.423076923076923
15,5171,2.4230769230769234
